Bin Id,classification,Completeness,Contamination,AvgDepth,iron_oxidation,iron_reduction,OmcS,PioA,OmcZ,OmcC,OmcB,MtrC
maxbin_bin.654,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetovibrionaceae;g__Magnetovibrio_1;s__,91.22,7.92,84.9538953907816,5,5,0,0,0,0,0,0
maxbin_bin.662,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__;g__;s__,84.48,0,79.1863409033877,0,3,0,0,0,0,0,0
metabat_bin.485,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA4459;s__UBA4459 sp002869465,81.61,5.64,70.259085620915,0,3,0,0,0,0,0,0
metabat_bin.485_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA4459;s__UBA4459 sp002869465,76.44,5.64,69.9232564920273,0,3,0,0,0,0,0,0
maxbin_bin.29,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae_1;g__;s__,96.55,6.9,58.7113617021277,1,6,0,0,0,0,0,0
metabat_bin.106_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__,91.93,8.78,52.0266997894737,1,4,0,0,0,0,0,0
metabat_bin.455_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae_2;g__;s__,96.55,2.74,43.2932711111111,0,8,0,2,0,0,0,1
metabat_bin.153,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA8229;g__;s__,98.28,5.17,38.8149863636364,1,2,0,0,0,0,0,0
metabat_bin.176,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__,65.52,2.04,38.252444772118,0,1,0,0,0,0,0,0
maxbin_bin.54,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__UBA5540;s__,80.17,1.88,38.2085669509595,0,4,0,0,0,0,0,0
metabat_bin.223,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__W260;s__,90.91,0,38.0907539772727,0,7,0,0,0,0,0,0
metabat_bin.409,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muriicola;s__,98.28,0.16,36.3586807017544,0,6,0,0,0,0,0,0
metabat_bin.569,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__,98.28,0.34,34.1194243670886,0,5,0,1,0,0,0,0
metabat_bin.346_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B6-G9;s__,75.86,6.9,33.663053995585,0,3,0,0,0,0,0,0
maxbin_bin.73_sub,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IGN2;s__,68.97,3.95,33.1243109660574,0,3,0,0,0,0,0,0
metabat_bin.19,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002874965,98.28,1.72,32.5631340336134,0,3,0,0,0,0,0,0
metabat_bin.143,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__,98.28,3.45,32.1104594308943,1,6,0,0,0,0,0,0
maxbin_bin.95_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__,89.03,0.78,31.9037012820513,0,2,0,0,0,0,0,0
maxbin_bin.157_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-100316;g__;s__,78.61,8.39,30.6479809706258,0,6,0,1,0,0,0,0
metadecoder_kaloevig.metadecoder.700,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__,93.1,3.45,30.5089898630137,1,5,0,5,0,0,0,0
metabat_bin.18,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__;s__,100,0,30.3644618478261,0,6,0,1,0,0,0,0
metabat_bin.609,d__Bacteria;p__Myxococcota;c__Polyangia;o__JAAYKL01;f__JAAYKL01;g__;s__,98.28,3.45,30.3644372290809,0,4,0,0,0,0,0,1
maxbin_bin.657,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sedimenticola;s__Sedimenticola thiotaurini_A,98.28,0,30.0955141176471,0,4,0,0,0,0,0,0
maxbin_bin.87_sub,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__,91.38,3.95,29.6738459183673,0,5,0,0,0,0,0,0
maxbin_bin.167,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__CAIQWF01;s__,71.79,0,29.5557282732448,0,2,0,0,0,0,0,0
vamb_S1C3912,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__,76.85,1.72,29.5270520849421,0,1,0,0,0,0,0,0
metabat_bin.63,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__,96.55,5.33,29.3949303797468,0,4,0,0,0,0,0,0
metabat_bin.410,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADJA01;g__JAADJA01;s__,94.25,0,29.1082908916084,0,7,0,0,0,0,0,0
metabat_bin.80,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Sabulitectum;s__,92.24,0,26.9835094805195,1,4,0,0,0,0,0,0
metabat_bin.596,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__,94.83,0,26.375257368421,0,6,0,0,0,0,0,0
vamb_S1C2905,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__,81.03,3.45,26.2577948275862,1,6,0,0,0,0,0,0
metabat_bin.448,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__;s__,87.93,0,26.1706923076923,0,0,0,0,0,0,0,0
maxbin_bin.652,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp000170915,77.81,3.45,25.6647869074492,0,2,0,0,0,0,0,0
metabat_bin.447_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAAUQL01;s__,93.1,4.39,24.3777608748115,0,5,0,0,0,0,0,0
metabat_bin.447,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAAUQL01;s__,93.1,4.39,24.3460988888889,0,5,0,0,0,0,0,0
metabat_bin.33,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__;g__;s__,94.83,1.72,23.7785844262295,2,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.627,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__,91.38,2.74,23.7595192271663,0,6,0,0,0,0,0,0
maxbin_bin.128_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__,82.76,8.62,23.6068115879828,0,7,0,3,0,0,0,1
metabat_bin.433_sub,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__,87.24,5.17,23.1404005649718,0,4,0,0,0,0,0,0
maxbin_bin.577,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__,98.28,1.72,23.1146217391304,0,4,0,0,0,0,0,0
metabat_bin.532,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__,98.28,2.59,22.9781257894737,0,4,0,0,0,0,0,0
maxbin_bin.107,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__,91.38,1.72,22.5783590659341,1,4,0,0,0,0,0,0
maxbin_bin.147,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__LZORAL124-64-63;s__,96.55,3.76,22.3655323036649,1,8,4,3,0,0,0,0
metabat_bin.559,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-3;g__SURF-3;s__,96.55,3.61,21.7265163783784,0,6,0,0,0,0,0,0
metabat_bin.370,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__;g__;s__,77.43,0.16,20.4067604089219,0,4,0,0,0,0,0,0
maxbin_bin.609_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella_A;s__,94.83,5.33,20.3734468095238,0,7,0,0,0,0,0,0
metabat_bin.127,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__,94.83,0,20.1295771052632,0,3,0,1,0,0,0,0
metabat_bin.30_sub,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__BN30871;s__,99.53,5.17,19.59172734375,0,2,0,0,0,0,0,0
maxbin_bin.326,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__PWNQ01;g__;s__,96.55,0,19.4036739130435,0,5,0,0,0,0,0,0
metabat_bin.575_sub,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__DSYF01;g__DSYF01;s__,65.52,0.31,19.02291373297,0,3,0,0,0,0,0,0
metabat_bin.11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__,100,1.72,19.0093044094488,0,5,0,0,0,0,0,0
metabat_bin.168,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__,89.66,1.72,18.9829702702703,0,2,0,0,0,0,0,0
vamb_S1C13901,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__,73.98,0.86,18.9136709803922,0,4,0,0,0,0,0,0
maxbin_bin.615_sub,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__NIOZ-UU36;s__,89.5,8.62,18.643711971831,0,5,0,0,0,0,0,0
vamb_S1C4038_sub,d__Bacteria;p__Myxococcota;c__Polyangia;o__JAAYKL01;f__JAAYKL01;g__;s__,92.08,4.31,18.4874832100239,0,8,0,0,0,0,0,0
maxbin_bin.121_sub,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__,76.65,7.05,18.3531623287671,0,4,0,0,0,0,0,0
vamb_S1C6592,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__;s__,92.24,0,18.3380952380952,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1508,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA7328;s__,96.55,1.72,18.2584318410042,0,5,0,0,0,0,0,0
maxbin_bin.300,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__JAADID01;s__,96.55,1.72,18.2496711518325,0,7,0,0,0,0,0,0
metabat_bin.580,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__B12-G4;s__,98.28,1.88,18.2203487460815,0,6,0,1,0,0,0,0
metabat_bin.347,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__,76.96,4.31,18.1072476923077,0,1,0,0,0,0,0,0
metabat_bin.116,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__,96.39,3.45,18.0682910326087,0,7,0,0,0,0,0,0
metabat_bin.402_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea_2;s__,77.96,8.62,18.0656487344398,0,3,0,0,0,0,0,0
vamb_S1C4953,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__BCD1;s__,100,0,17.9604961988304,0,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1157,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__WH-5701;s__WH-5701 sp014224355,98.28,5.17,17.7510514685315,0,4,0,0,0,0,0,0
maxbin_bin.243,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__,100,0,17.5579730805687,0,4,0,0,0,0,0,0
metabat_bin.235_sub,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__,67.87,7.4,17.5314921182266,1,6,0,0,0,0,0,0
metabat_bin.492_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Panacagrimonas;s__,96.55,0.86,17.476059787234,0,3,0,0,0,0,0,0
vamb_S1C3943,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA2206;g__;s__,82.76,0,17.1501092682927,0,1,0,0,0,0,0,0
metabat_bin.391,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae_A;g__;s__,93.89,3.79,17.0190165725806,0,6,0,2,0,0,0,1
metabat_bin.287,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDLO01;s__,93.1,0.47,16.7081355821918,0,7,0,0,0,0,0,0
metabat_bin.163,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__,96.55,5.17,16.4658432154341,0,4,0,0,0,0,0,0
vamb_S1C3259,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_A;s__Maribacter_A arenosus,98.28,0,16.168690631579,0,7,0,0,0,0,0,0
metabat_bin.507_sub,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__SZUA-442;s__,84.48,4.08,15.9501884415584,0,4,0,0,0,0,0,0
metabat_bin.526,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__,96.24,6.19,15.7350798882682,0,3,0,0,0,0,0,0
maxbin_bin.213,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JL08;s__,95.14,1.88,15.5430471317829,2,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.568_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__,75.91,8.62,15.2604086530612,0,4,0,0,0,0,0,0
metabat_bin.381,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Sabulitectum;s__,93.97,1.72,15.2183935616438,1,4,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.259,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__,84.17,1.88,14.943855755814,2,3,0,0,0,0,0,0
maxbin_bin.114,d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__Mor1;g__;s__,87.93,5.33,14.7380599748744,0,5,1,3,0,0,0,0
vamb_S1C2885,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__JAADID01;s__,68.81,0.86,14.6890531914894,0,4,0,0,0,0,0,0
metabat_bin.51,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,100,3.92,14.6149917094017,0,6,0,1,0,0,0,1
metabat_bin.184_sub,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetovibrionaceae;g__Magnetovibrio_2;s__,78.46,3.61,14.5948091262136,5,4,0,0,0,0,0,0
vamb_S1C6857,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__;s__,85.89,0,14.5228437254902,0,2,0,0,0,0,0,0
metabat_bin.10,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170;s__,93.1,3.45,14.4891512,0,6,0,1,0,1,0,0
metadecoder_kaloevig.metadecoder.123_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__,86.83,0.86,14.4691814534884,0,3,0,0,0,0,0,0
vamb_S1C7378,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Site-B1;s__,70.69,0,14.2891656470588,0,4,0,0,0,0,0,0
vamb_S1C5227,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__,75.86,0,14.0125605147059,0,2,0,1,0,0,0,0
vamb_S1C5430,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SPDA01;f__B32-G16;g__;s__,93.97,1.72,13.9043994565217,0,7,0,0,0,0,0,0
metabat_bin.73,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADGE01;g__;s__,94.83,1.72,13.790288817734,0,4,0,0,0,0,0,0
metabat_bin.230_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__,72.1,3.45,13.7897756220096,1,5,0,0,0,0,0,0
vamb_S1C4118,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__,88.32,3.45,13.7518515294118,0,3,0,0,0,0,0,0
vamb_S1C2758,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__,91.38,0,13.7402142857143,1,5,0,0,0,0,0,0
vamb_S1C9779_sub,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__,61.29,0,13.6186879518072,0,3,0,0,0,0,0,0
metabat_bin.120,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Trichodesmium;s__,98.28,2.35,13.5124155890052,0,6,0,0,0,0,0,0
metabat_bin.456,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__JAADID01;s__,61.21,0.47,13.5043213836478,0,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.27_sub,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__DSYF01;g__DSYF01;s__,87.07,9.8,13.4706207593308,0,4,0,0,0,0,0,0
metabat_bin.167,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__MWCR01;s__,89.66,0,13.4544916666667,0,0,0,0,0,0,0,0
maxbin_bin.665,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__,98.28,5.33,13.4342253652393,0,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.1052_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureibaculum;s__,80.25,1.72,13.3288171779141,0,4,0,0,0,0,0,0
vamb_S1C8489,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__UBA2383;s__,82.76,0,13.3036134020619,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.180,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__SOIL31;s__,72.41,3.45,13.2699854411765,0,0,0,0,0,0,0,0
maxbin_bin.557_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__DTU049;g__BM518;s__,90.36,1.72,13.1835655818966,0,2,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.591_sub,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA11363;s__,95.69,2.59,13.1529781573034,0,8,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.327_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__;s__,86.22,3.45,13.1349609090909,0,3,0,1,0,0,0,0
vamb_S1C8497,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BBW3;g__UBA2287;s__,77.59,0,13.1338416256158,0,1,0,0,0,0,0,0
metabat_bin.194,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__;g__;s__,80.17,1.72,13.1268160436137,0,8,0,2,0,0,0,0
metabat_bin.334_sub,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__,90.42,4.39,12.9652978571429,0,3,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.920_sub,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetovibrionaceae;g__Magnetovibrio_3;s__,91.38,0,12.9484337931034,5,6,0,0,0,0,1,0
vamb_S1C5052,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__,95.69,0,12.7779315447154,0,5,0,0,0,0,0,0
vamb_S1C13817,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__UBA5540;s__,75,0,12.7654289873418,0,2,0,0,0,0,0,0
maxbin_bin.186_sub,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Jiangellales;f__;g__;s__,57.29,5.17,12.7313341016949,0,5,0,0,0,0,0,0
metadecoder_kaloevig.metadecoder.652,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__,82.45,8.62,12.6655617348609,1,5,0,0,0,0,0,0
vamb_S1C2728,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__,98.28,1.72,12.4874180656934,0,4,0,0,0,0,0,0
metabat_bin.152,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__,98.28,4.31,12.3764129189189,0,3,0,0,0,0,0,0
vamb_S1C2981_sub,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__,86.78,5.17,12.3526718181818,0,1,0,0,0,0,0,0
metabat_bin.281,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__,87.93,1.88,12.2514497881356,0,6,0,0,0,0,0,0
metabat_bin.238_sub,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__SOIL31;s__,82.76,5.17,12.2163032278481,0,0,0,0,0,0,0,0
vamb_S1C3893_sub,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__,81.03,5.17,12.0943962857143,0,2,0,0,0,0,0,0
